address,city,name,state,type,x,y,zip,first_appearance,final_appearance,block_fips,tract_fips
385 Sun Valley Mall,Concord,BJ's Restaurant and Brewery,CA,BrewPub,-122.06196,37.967176,94520,2011,2015,060133270005068,06013327000
385 Sunvalley Mall,Concord,BJ's Restaurant and Brewery,CA,BrewPub,-122.06196,37.967176,94520,2010,2010,060133270005068,06013327000
640 Emerson Street ,Palo Alto,Gordon Biersch Brewery Restaurant ,CA,BrewPub,-122.161028,37.4432934,94301,2005,2005,060855113022016,06085511302
640 Emerson St. ,Palo Alto,Gordon Biersch Brewery Restaurant ,CA,BrewPub,-122.161308935,37.4433710858,94301,2006,2015,060855113022016,06085511302
155 Columbus Avenue ,San Francisco,San Francisco Brewing Company ,CA,BrewPub,-122.405655,37.7969383,94133,2005,2005,060750611003000,06075061100
673 Union Street ,San Francisco,Rogue Ales Public House ,CA,BrewPub,-122.4105724,37.8000725,94133,2005,2005,060750107001005,06075010700
673 Union St. ,San Francisco,Rogue Ales Public House ,CA,BrewPub,-122.410284489,37.8002507137,94133,2006,2015,060750107001005,06075010700
155 Columbus Ave. ,San Francisco,San Francisco Brewing Company ,CA,BrewPub,-122.404830478,37.7967511333,94133,2006,2009,060750611001002,06075061100
1195 Evans Ave. ,San Francisco,Speakeasy Brewery ,CA,MicroBrewery,-122.381019221,37.738682082,94124,2006,2015,060750231031006,06075023103
1195 Evans Avenue ,San Francisco,Speakeasy Brewery ,CA,MicroBrewery,-122.3806219,37.7381083,94124,2005,2005,060750231031006,06075023103
1326 9th Avenue ,San Francisco,Eldos Grill and Brewery ,CA,BrewPub,-122.4660283,37.7634951,94122,2005,2005,060750302022001,06075030202
1326 9th Ave. ,San Francisco,Eldos Grill and Brewery ,CA,BrewPub,-122.466135796,37.7634727991,94122,2006,2015,060750302022001,06075030202
1398 Haight Street ,San Francisco,Magnolia Pub & Brewery ,CA,BrewPub,-122.4451741,37.7703879,94117,2005,2005,060750166001003,06075016600
1398 Haight St. ,San Francisco,Magnolia Pub & Brewery ,CA,BrewPub,-122.445060879,37.7702714772,94117,2006,2015,060750166001003,06075016600
1705 Mariposa Street ,San Francisco,Anchor Brewing Company ,CA,MicroBrewery,-122.4007543,37.7634514,94107,2005,2005,060750227041012,06075022704
1705 Mariposa St. ,San Francisco,Anchor Brewing Company ,CA,MicroBrewery,-122.400513907,37.7635721126,94107,2006,2015,060750227041012,06075022704
661 Howard Street ,San Francisco,Thirsty Bear Brewing Company ,CA,BrewPub,-122.3995991,37.785486,94105,2005,2005,060750615002009,06075061500
2 Harrison St. ,San Francisco,Gordon Biersch Brewery Restaurant ,CA,BrewPub,-122.388627876,37.7896066631,94105,2006,2012,060750615003003,06075061500
661 Howard St. ,San Francisco,Thirsty Bear Brewing Company ,CA,BrewPub,-122.399515553,37.7856001797,94105,2006,2015,060750615002009,06075061500
2 Harrison Street ,San Francisco,Gordon Biersch Brewery Restaurant ,CA,BrewPub,-122.3890646,37.7895035,94105,2005,2005,060750615003006,06075061500
935 Washington St.,San Carlos,Devil's Canyon Brewing Co.,CA,MicroBrewery,-122.24379,37.498523,94070,2014,2015,060816091002033,06081609100
954 Villa Street ,Mountain View,Tied House Cafe & Brewery ,CA,BrewPub,-122.0806784,37.3947277,94042,2005,2005,060855096001015,06085509600
954 Villa St. ,Mountain View,Tied House Cafe & Brewery ,CA,BrewPub,-122.080857394,37.3946816127,94042,2006,2015,060855096001015,06085509600
333 California Dr. ,Burlingame,Steelhead Brewing Company ,CA,BrewPub,-122.346352636,37.5797922846,94010,2006,2015,060816055001007,06081605500
333 California Drive ,Burlingame,Steelhead Brewing Company ,CA,BrewPub,-122.3462964,37.5799472,94010,2005,2005,060816055001007,06081605500
111 Industrial Rd.,Belmont,Devil's Canyon Brewing Co.,CA,MicroBrewery,-122.2670645,37.5209552,94002,2005,2015,060816091001005,06081609100
2200 El Camino Real,Santa Margarita,Dunbar Brewing,CA,MicroBrewery,-120.60625,35.392733,93453,2014,2015,060790127023045,06079012702
22720 El Camino Real,Santa Margarita,Dunbar Brewing,CA,MicroBrewery,-120.6129641,35.3887533,93453,2011,2013,060790127023049,06079012702
416 North Salsipuedes St.,Santa Barbara,Telegraph Brewing Co.,CA,BrewPub,-119.6877,34.4224,93103,2007,2011,060830009001017,06083000900
418 N. Salsipuedes St.,Santa Barbara,Telegraph Brewing Co.,CA,Brewery,-119.6877,34.4224,93103,2015,2015,060830009001017,06083000900
416 N. Salsipuedes St.,Santa Barbara,Telegraph Brewing Co.,CA,MicroBrewery,-119.6877,34.4224,93103,2012,2014,060830009001017,06083000900
4187 Carpinteria Ave.,Carpinteria,Island Brewing Co.,CA,MicroBrewery,-119.534497,34.4039731,93013,2005,2005,060830016041011,06083001604
5049 6th St.,Carpinteria,Island Brewing Co.,CA,MicroBrewery,-119.521186352,34.3960832336,93013,2006,2015,060830016044031,06083001604
20 City Blvd. W.,Orange  ,Alcatraz Brewing Company ,CA,BrewPub,-117.89281732,33.7807446151,92868,2006,2013,060590761024003,06059076102
20 City Blvd. West,Orange  ,Alcatraz Brewing Company ,CA,BrewPub,-117.8922272,33.7828653,92868,2005,2005,060590761024003,06059076102
401 S. Richman Ave.,Fullerton,Bootlegger's Brewery,CA,MicroBrewery,-117.933227,33.867685,92832,2009,2013,060590112004029,06059011200
130 S. Highland Ave.,Fullerton,Bootlegger's Brewery,CA,MicroBrewery,-117.928694,33.870031,92832,2014,2015,060590112001014,06059011200
1006 S. Hathaway St.,Santa Ana,Deans Brothers Brewing Co.,CA,Brewery,-117.8531742,33.7351868,92705,2015,2015,060590744031025,06059074403
1004 S Hathaway St.,Santa Ana,Deans Brothers Brewing Co.,CA,MicroBrewery,-117.853127,33.735166,92705,2014,2014,060590744031025,06059074403
2920 Newport Boulevard ,Newport Beach,Newport Beach Brewing Company ,CA,BrewPub,-117.929796,33.614472,92663,2005,2005,060590635001025,06059063500
2920 Newport Blvd. ,Newport Beach,Newport Beach Brewing Company ,CA,BrewPub,-117.929686799,33.6142169027,92663,2006,2015,060590635001025,06059063500
200 Main St.,Huntington Beach,BJ's Restaurant and Brewery,CA,BrewPub,-118.000838561,33.6577572181,92648,2006,2015,060590993111022,06059099311
201 Main Street ,Huntington Beach,Huntington Beach Beer Company ,CA,BrewPub,-118.001283,33.6583415,92648,2005,2005,060590993111016,06059099311
201 Main St. ,Huntington Beach,Huntington Beach Beer Company ,CA,BrewPub,-118.001091668,33.6579325867,92648,2006,2015,060590993111022,06059099311
200 Main Street,Huntington Beach,BJ's Restaurant and Brewery,CA,BrewPub,-118.0006609,33.6584295,92648,2005,2005,060590993111023,06059099311
7424 Heil Ave. ,Huntington Beach,"Brewbakers, A Personal Craft-Brewery",CA,MicroBrewery,-117.998988263,33.7222829407,92647,2006,2015,060590994112001,06059099411
7424 Heil Avenue ,Huntington Beach,"Brewbakers, A Personal Craft-Brewery",CA,MicroBrewery,-117.9990513,33.7228479,92647,2005,2005,060590994112001,06059099411
901 South Coast Drive ,Costa Mesa,Karl Strauss Brewery Restaurant ,CA,BrewPub,-117.8942409,33.6893578,92626,2005,2005,060590639072018,06059063907
901 S. Coast Dr. ,Costa Mesa,Karl Strauss Brewery Restaurant ,CA,BrewPub,-117.894608274,33.6911829255,92626,2006,2015,060590639073018,06059063907
71800 Highway 111,Rancho Mirage,Babe's BBQ Grill & Brewhouse,CA,BrewPub,-116.409737,33.7401083,92270,2005,2005,060650451034012,06065045103
71-800 Highway 111,Rancho Mirage,Babe's BBQ Grill & Brewhouse,CA,BrewPub,-116.411723248,33.7408194531,92270,2006,2015,060650451034012,06065045103
12840 Carmel Country Rd.,San Diego,Oggi's Pizza and Brewing Co.,CA,BrewPub,-117.229310268,32.9541630536,92130,2006,2015,060730083291000,06073008329
12840 Carmel Country Road,San Diego,Oggi's Pizza and Brewing Co.,CA,BrewPub,-117.229427,32.954239,92130,2005,2005,060730083291000,06073008329
13211 Black Mountain Rd.,San Diego,Jose O'Reilly's Cantina ,CA,BrewPub,-117.129694173,32.9557405806,92129,2006,2006,060730170361002,06073017036
13211 Black Mountain Road,San Diego,Jose O'Reilly's Cantina ,CA,BrewPub,-117.12637,32.9577986,92129,2005,2005,060730170361001,06073017036
10155 Rancho Carmel Road ,San Diego,Oggi's Pizza and Brewing Co.,CA,BrewPub,-117.089822,32.96553,92128,2005,2005,060730170562003,06073017056
10155 Rancho Carmel Rd. ,San Diego,Oggi's Pizza and Brewing Co.,CA,BrewPub,-117.090010045,32.9659819136,92128,2006,2015,060730170562003,06073017056
9675 Scranton Road,San Diego,Karl Strauss Brewery Restaurant,CA,BrewPub,-117.2018129,32.8965882,92121,2005,2005,060730083461053,06073008346
9675 Scranton Rd.,San Diego,Karl Strauss Brewery Restaurant,CA,BrewPub,-117.201977002,32.895182458,92121,2006,2015,060730083461053,06073008346
"10450 Friar's Road, Ste. L",San Diego,San Diego Brewing Co.,CA,BrewPub,-117.0981332,32.7917003,92120,2005,2005,060730095091010,06073009509
10450 Friars Rd.,San Diego,San Diego Brewing Co.,CA,BrewPub,-117.098829385,32.7910564022,92120,2006,2015,060730095091010,06073009509
721 Grand Avenue ,San Diego,Taylor's Restaurant and Brewery,CA,BrewPub,-117.2553097,32.7942275,92109,2005,2005,060730079101018,06073007910
721 Grand Ave. ,San Diego,Taylor's Restaurant and Brewery,CA,BrewPub,-117.256168391,32.7944402675,92109,2006,2015,060730079101001,06073007910
5010 Mission Center Road ,San Diego,Gordon Biersch Brewery Restaurant ,CA,BrewPub,-117.1539169,32.7671084,92108,2005,2005,060730093042044,06073009304
5010 Mission Center Rd. ,San Diego,Gordon Biersch Brewery Restaurant ,CA,BrewPub,-117.153543231,32.7670268558,92108,2006,2015,060730093042044,06073009304
1157 Columbia St. ,San Diego,Karl Strauss Brewery Restaurant,CA,BrewPub,-117.167392422,32.7175212705,92101,2006,2015,060730054002019,06073005400
401 G St. ,San Diego,Rock Bottom Restaurant & Brewery ,CA,BrewPub,-117.161143008,32.7126129439,92101,2006,2013,060730053003022,06073005300
1157 Columbia Street ,San Diego,Karl Strauss Brewery Restaurant,CA,BrewPub,-117.167106,32.71745,92101,2005,2005,060730054002014,06073005400
401 G Street ,San Diego,Rock Bottom Restaurant & Brewery ,CA,BrewPub,-117.16075,32.712247,92101,2005,2005,060730053002015,06073005300
"1430 Vantage Court, Suite 104",Vista,Green Flash Brewing Co.,CA,MicroBrewery,-117.2244859,33.1362843,92081,2005,2005,060730200172028,06073020017
1430 Vantage Ct.,Vista,Green Flash Brewing Co.,CA,MicroBrewery,-117.224407965,33.1372278857,92081,2006,2015,060730200172028,06073020017
8980 Villa La Jolla Drive,La Jolla,Rock Bottom Restaurant & Brewery ,CA,BrewPub,-117.2342497,32.8713663,92037,2005,2005,060730083611003,06073008361
1044 Wall Street,La Jolla,Karl Strauss Brewery Restaurant,CA,BrewPub,-117.2735723,32.8469857,92037,2005,2005,060730082003014,06073008200
1044 Wall St.,La Jolla,Karl Strauss Brewery Restaurant,CA,BrewPub,-117.273901462,32.8471289922,92037,2006,2015,060730082003014,06073008200
8980 Villa La Jolla Dr.,La Jolla,Rock Bottom Restaurant & Brewery ,CA,BrewPub,-117.234221145,32.8710330865,92037,2006,2015,060730083611003,06073008361
5801 Armada Drive,Carlsbad,Karl Strauss Brewery Restaurant,CA,BrewPub,-117.3140585,33.1244883,92008,2005,2005,060730221001033,06073022100
5801 Armada Dr.,Carlsbad,Karl Strauss Brewery Restaurant,CA,BrewPub,-117.314823932,33.1253594864,92008,2006,2015,060730221001030,06073022100
5500 Grossmont Center Dr. ,La Mesa,BJ's Restaurant and Brewery,CA,BrewPub,-117.008116955,32.7791801847,91941,2006,2015,060730150002016,06073015000
5500 Grossmont Center Drive ,La Mesa,BJ's Restaurant and Brewery,CA,BrewPub,-117.0114334,32.7790051,91941,2005,2005,060730150002030,06073015000
2351 Alpine Blvd,Alpine,Alpine Beer Co.,CA,MicroBrewery,-116.7628953,32.8352225,91901,2005,2015,060730212053016,06073021205
2363 Alpine Blvd.,Alpine,Alpine Beer Co.,CA,BrewPub,-116.7651405,32.8354684,91901,2011,2013,060730212053016,06073021205
100 W. Main St. ,Alhambra,California Brewing Company ,CA,MicroBrewery,-118.127839123,34.0944569764,91801,2006,2008,060374810011001,06037481001
100 West Main Street ,Alhambra,California Brewing Company ,CA,MicroBrewery,-118.1279421,34.0943808,91801,2005,2005,060374810011001,06037481001
107 S. 1st St. ,Burbank,BJ's Restaurant and Brewery,CA,BrewPub,-118.310135734,34.1794219242,91502,2006,2015,060373107022032,06037310702
145 S. San Fernando Blvd. ,Burbank,Gordon Biersch Brewery Restaurant ,CA,BrewPub,-118.30841703,34.1803450305,91502,2006,2015,060373107022019,06037310702
107 South 1st Street ,Burbank,BJ's Restaurant and Brewery,CA,BrewPub,-118.310053,34.1797029,91502,2005,2005,060373107022026,06037310702
145 S. San Fernando Boulevard ,Burbank,Gordon Biersch Brewery Restaurant ,CA,BrewPub,-118.308159,34.180046,91502,2005,2005,060373107022019,06037310702
300 S. Raymond Ave. ,Pasadena,Crown City Brewery ,CA,BrewPub,-118.148687734,34.1408781863,91105,2006,2015,060374636021006,06037463602
300 South Raymond Avenue ,Pasadena,Crown City Brewery ,CA,BrewPub,-118.1484027,34.1400463,91105,2005,2005,060374636024002,06037463602
"1260 Lincoln Ave., Unit 100   ",Pasadena,Craftsman Brewing Co.,CA,MicroBrewery,-118.15946022,34.1682273336,91103,2006,2015,060374616002000,06037461600
"1260 Lincoln Avenue, Unit 100   ",Pasadena,Craftsman Brewing Co.,CA,MicroBrewery,-118.1585792,34.1688142,91103,2005,2005,060374616002000,06037461600
1 Pine Avenue ,Long Beach,Rock Bottom Restaurant & Brewery ,CA,BrewPub,-118.1927515,33.7674048,90802,2005,2005,060375760012032,06037576001
1 Pine Ave. ,Long Beach,Rock Bottom Restaurant & Brewery ,CA,BrewPub,-118.192762817,33.7671463723,90802,2006,2015,060375760012032,06037576001
331 W. 6th St. ,San Pedro,San Pedro Brewing Company ,CA,BrewPub,-118.284260478,33.7382377793,90731,2006,2015,060372962203015,06037296220
331 West 6th Street ,San Pedro,San Pedro Brewing Company ,CA,BrewPub,-118.284185,33.7385356,90731,2005,2005,060372962203015,06037296220
1266 Sartori Ave. ,Torrance,Red Car Brewery & Restaurant ,CA,BrewPub,-118.315884517,33.8354979843,90501,2006,2015,060376509014071,06037650901
1266 Sartori Avenue ,Torrance,Red Car Brewery & Restaurant ,CA,BrewPub,-118.31597,33.835734,90501,2005,2005,060376509014071,06037650901
124 Manhattan Beach Boulevard ,Manhattan Beach,Manhattan Beach Brewing Company ,CA,BrewPub,-118.4109935,33.8843712,90266,2005,2005,060376209041003,06037620904
124 Manhattan Beach Blvd. ,Manhattan Beach,Manhattan Beach Brewing Company ,CA,BrewPub,-118.411289059,33.8841405466,90266,2006,2010,060376209041004,06037620904
400 East 1st Street ,Los Angeles,Weiland Brewery Restaurant ,CA,BrewPub,-118.2391348,34.0491857,90012,2005,2005,060372062002001,06037206200
400 E. 1st St. ,Los Angeles,Weiland Brewery Restaurant ,CA,BrewPub,-118.239107637,34.0490706786,90012,2006,2014,060372062002001,06037206200
SR-232,Clover Valley,Ruby Mountain Brewing Co.,NV,MicroBrewery,-114.993124008,41.0689175763,89835,2006,2007,320079502001152,32007950200
Angel Creek Ranch on SR-232,Clover Valley,Ruby Mountain Brewing Co.,NV,MicroBrewery,-114.993124008,41.0689175763,89835,2008,2015,320079502001152,32007950200
4543 N. Rancho Rd. ,Las Vegas,Big Dog's Brewing Co.,NV,BrewPub,-115.235029832,36.2422415335,89130,2006,2015,320030034091017,32003003409
4543 North Rancho Road ,Las Vegas,Big Dog's Brewing Co.,NV,BrewPub,-115.2358276,36.242387,89130,2005,2005,320030034091017,32003003409
3101 N. Tenaya Way ,Las Vegas,Tenaya Creek Restaurant & Brewery ,NV,BrewPub,-115.252443191,36.2166258959,89128,2006,2015,320030034151007,32003003415
3101 North Tenaya Way ,Las Vegas,Tenaya Creek Restaurant & Brewery ,NV,BrewPub,-115.2512402,36.215781,89128,2005,2005,320030034151007,32003003415
200 N. Main,Las Vegas,Triple 7 Restaurant & Brewery,NV,BrewPub,-115.145126,36.17488,89125,2005,2005,320030007003032,32003000700
200 N. Main St.,Las Vegas,Triple 7 Restaurant & Brewery,NV,BrewPub,-115.145708273,36.1730091174,89125,2006,2015,320030007003032,32003000700
2100 S. Casino Dr.,Laughlin,Boiler Room Brewpub,NV,BrewPub,-114.574703337,35.1587356788,89029,2006,2015,320030057022001,32003005702
2100 S. Casino Drive,Laughlin,Boiler Room Brewpub,NV,BrewPub,-114.5721888,35.1582608,89029,2005,2005,320030057022001,32003005702
155 N. Gibson,Henderson,Joseph James Brewing Co.,NV,MicroBrewery,-115.029585,36.039001,89014,2009,2013,320030051094015,32003005109
155 N. Gibson Rd.,Henderson,Joseph James Brewing Co.,NV,MicroBrewery,-115.029585,36.039001,89014,2014,2015,320030051094015,32003005109
392 George St.,New Brunswick,Harvest Moon Brewery/Café,NJ,BrewPub,-74.4445591784,40.495790134,8901,2006,2015,340230093002015,34023009300
392 George Street,New Brunswick,Harvest Moon Brewery/Café,NJ,BrewPub,-74.444346,40.4961207,8901,2005,2005,340230093002020,34023009300
61 Bridge St.,Milford,Ship Inn Restaurant & Brewery,NJ,BrewPub,-75.0959084852,40.5677989317,8848,2006,2015,340190106003020,34019010600
61 Bridge Street,Milford,Ship Inn Restaurant & Brewery,NJ,BrewPub,-75.095697,40.568994,8848,2005,2005,340190106003010,34019010600
500 S. Telshor,Las Cruces,De La Vega's Pecan Grill & Brewery,NM,BrewHouse,-106.744,32.3144,88011,2011,2015,350130012031000,35013001203
500 S. Telshor Blvd.,Las Cruces,De La Vega's Pecan Grill & Brewery,NM,BrewHouse,-106.7435724,32.309312,88011,2010,2010,350130012031000,35013001203
1171 Hooper Ave.,Tom River,Basil T's Brewpub & Italian Grill,NJ,BrewPub,-74.1827710366,39.9751814704,8753,2006,2006,340297232002007,34029723200
1171 Hooper Avenue,Tom River,Basil T's Brewpub & Italian Grill,NJ,BrewPub,-74.1823786,39.9771823,8753,2005,2005,340297232002017,34029723200
27 Fire Place,Santa Fe,Santa Fe Brewing Co. Pub & Grill,NM,BrewPub,-106.0491,35.5975,87508,2007,2012,350490106011107,35049010601
35 Fire Place,Santa Fe,Santa Fe Brewing Co. Pub & Grill,NM,BrewPub,-106.048908,35.595822,87508,2013,2015,350490106011116,35049010601
27 Fire Pl.,Santa Fe,Santa Fe Brewing Co. Pub & Grill,NM,BrewPub,-106.028853597,35.6072447367,87505,2006,2006,350490106011035,35049010601
"505 Cerrillos Rd., Suite A105",Santa Fe,Marble Brewery Taproom,NM,BrewHouse,-105.9447552,35.6824377,87501,2015,2015,350490004001063,35049000400
60 E. San Francisco St.,Santa Fe,Marble Brewery Taproom,NM,BrewHouse,-105.9381399,35.6869435,87501,2010,2014,350490004001032,35049000400
3755 Southern Blvd. ,Rio Rancho,Turtle Mountain Brewing Co.,NM,BrewPub,-106.662745336,35.2417870575,87124,2006,2015,350430107152021,35043010715
905 36th Place,Rio Rancho,Turtle Mountain Brewing Co.,NM,BrewPub,-106.664586067,35.2425698307,87124,2007,2015,350430107152003,35043010715
3755 Southern Boulevard ,Rio Rancho,Turtle Mountain Brewing Co.,NM,BrewPub,-106.6625339,35.2415994,87124,2005,2005,350430107152022,35043010715
4000 Vassar Dr. NE,Albuquerque,Il Vicino Brewing Co. Tap Room,NM,MicroBrewery,-106.615,35.1255,87107,2006,2010,350010034002005,35001003400
2381 Aztec Rd. NE,Albuquerque,Il Vicino Brewing Co. Tap Room,NM,MicroBrewery,-106.617866,35.120668,87107,2011,2015,350010034002012,35001003400
1st St NW & Marble Ave.,Albuquerque,Marble Brewery,NM,MicroBrewery,-106.6464,35.0925,87102,2009,2009,350010027001081,35001002700
111 Marble Ave. NW,Albuquerque,Marble Brewery,NM,MicroBrewery,-106.6464,35.0925,87102,2010,2015,350010027001081,35001002700
1425 McCulloch Blvd,Lake Havasu City,Barley Brothers Brewery & Grill,AZ,BrewPub,-114.34901,34.471041,86403,2011,2015,040159532003031,04015953200
210 Swanson Ave.,Lake Havasu City,Mudshark Brewing,AZ,BrewPub,-114.342896211,34.469603727,86403,2006,2015,040159532001039,04015953200
1425 McCulloch Blvd,Lake Havasu,Barley Brothers Brewery & Grill,AZ,BrewPub,-114.3500388,34.4701889,86403,2005,2010,040159532003031,04015953200
210 Swampton Ave,Lake Havasu,Mudshark Brewing,AZ,BrewPub,-114.3383583,34.46882,86403,2005,2005,040159532001025,04015953200
Tlaquepacque Village Hwy 179,Sedona,Oak Creek Brewery & Grill,AZ,BrewPub,-111.76,34.87,86339,2005,2005,040050016002052,04005001600
